Time,Voltage,Current,Temperature
20.39999999,4.11368,-0.7913,295.140456
20.49500048,4.11368,-0.7913,295.140456
20.6020005,4.11368,-0.79212,295.140456
20.697001,4.11368,-0.79212,295.140456
20.80400102,4.11368,-0.7913,294.9551483
20.90100311,4.11368,-0.79212,294.9551483
20.99699937,4.11561,-0.73741,294.931981
21.09300569,4.12526,-0.51284,294.931981
21.20100148,4.12912,-0.45567,295.140456
21.29499614,4.13041,-0.44261,295.140456
21.40300199,4.13105,-0.43771,294.9204077
21.49800248,4.13105,-0.43607,294.9204077
21.60099931,4.13169,-0.43526,294.9204077
21.6959998,4.13169,-0.43526,294.931981
21.80500142,4.13169,-0.43526,294.931981
21.90099768,4.13169,-0.43526,294.931981
22.00299874,4.1338,-0.01225,294.931981
22.09500186,4.16275,0.69661,294.931981
22.19400555,4.17755,0.70151,294.931981
22.30400294,4.18591,0.7007,294.931981
22.3979976,4.18849,0.69988,294.931981
22.49999866,4.18913,0.69988,294.931981
22.59900235,4.18977,0.69906,294.931981
22.69499861,4.19042,0.69906,294.931981
22.79999703,4.19042,0.69906,294.931981
22.90500551,4.19106,0.69825,295.140456
22.99900018,4.18913,0.64598,295.140456
23.09400067,4.18656,0.57901,295.1520397
23.20300229,4.18527,0.55778,295.1520397
23.29899855,4.18463,0.55125,294.9435647
23.39600064,4.18463,0.54961,294.9435647
23.50099906,4.18463,0.54961,294.9435647
23.59500378,4.18463,0.54961,295.1520397
23.70099798,4.18527,0.54961,295.1520397
23.7970043,4.18527,0.5488,294.9435647
23.90099689,4.18527,0.5488,294.9435647
23.99599738,4.18527,0.54961,294.931981
24.10200164,4.18591,0.55125,294.931981
24.19700213,4.18591,0.55125,294.931981
24.30100478,4.18591,0.55125,294.931981
24.39400367,4.18591,0.55206,294.931981
24.5010037,4.18656,0.55206,294.931981
24.59800579,4.18656,0.55125,294.931981
24.69499782,4.18656,0.55125,295.140456
24.79299568,4.18656,0.55206,295.140456
24.89400096,4.18656,0.55125,295.140456
25.00199676,4.18591,0.51368,294.9435647
25.10100044,4.17755,0.3283,294.9435647
25.19800253,4.17433,0.28502,295.1520397
25.29300302,4.17304,0.27032,295.1520397
25.40200464,4.17304,0.26705,294.9435647
25.49700513,4.17304,0.26623,294.9435647
25.60299933,4.17304,0.26623,294.9435647
25.70099719,4.17304,0.26623,294.931981
25.79599768,4.17304,0.26623,294.931981
25.90000033,4.17304,0.26623,294.931981
25.99900402,4.17158,-0.00327,294.931981
26.09500028,4.14199,-0.80764,294.931981
26.20299608,4.12655,-0.81254,294.931981
26.2970008,4.12204,-0.81499,294.931981
26.39299706,4.11947,-0.81662,294.931981
26.49800554,4.11818,-0.81744,294.931981
26.59999654,4.11754,-0.81744,294.931981
26.69400126,4.11754,-0.81744,294.931981
26.79600231,4.11754,-0.81825,294.931981
26.89899914,4.1169,-0.81825,294.931981
26.99300386,4.11175,-1.61119,294.931981
27.09800228,4.08408,-1.75655,294.931981
27.19700597,4.07443,-1.79411,294.931981
27.29500383,4.06929,-1.8129,294.931981
27.40299962,4.06736,-1.81861,294.931981
27.50299908,4.06671,-1.82106,294.931981
27.59799957,4.06607,-1.82188,294.931981
27.69900486,4.06543,-1.82188,294.931981
27.79900432,4.06478,-1.82188,294.931981
27.89500058,4.06478,-1.8227,294.931981
28.00299637,4.06221,-2.19507,294.931981
28.09799686,4.05127,-2.20079,295.1520397
28.20400111,4.04741,-2.20569,295.1520397
28.29999737,4.04613,-2.20732,295.1520397
28.39699946,4.04484,-2.20896,295.1520397
28.50100212,4.0442,-2.20977,295.1520397
28.59699838,4.0442,-2.20977,295.1520397
28.7019968,4.04355,-2.20977,295.1520397
28.79800312,4.04355,-2.21059,295.1520397
28.89500521,4.04291,-2.21059,295.1520397
28.99899781,4.0442,-2.16731,295.1520397
29.09500413,4.05192,-1.98112,295.1520397
29.20299992,4.05449,-1.93131,295.1520397
29.29700464,4.05513,-1.91987,295.1520397
29.3930009,4.05578,-1.91497,295.1520397
29.49799933,4.05578,-1.91334,295.1520397
29.60299775,4.05578,-1.91334,295.1520397
29.69999984,4.05513,-1.91334,295.140456
29.80499826,4.05513,-1.91252,295.140456
29.89799716,4.05513,-1.91252,294.931981
29.99700084,4.05642,-1.86026,294.931981
30.09200133,4.06478,-1.66509,294.931981
30.20400032,4.068,-1.61282,294.931981
30.29499762,4.06864,-1.60139,294.931981
30.39999604,4.06929,-1.59649,294.931981
30.49800396,4.06929,-1.59486,294.931981
30.59499599,4.06929,-1.59486,294.966732
30.70199601,4.06929,-1.59404,294.966732
30.7989981,4.06929,-1.59404,294.966732
30.89500442,4.06864,-1.59404,295.1520397
31.00000285,4.08344,-0.39524,295.1520397
31.09399751,4.10725,-0.39688,294.931981
31.20200336,4.12076,-0.39606,294.931981
31.29799962,4.1259,-0.39524,294.931981
31.40099645,4.12719,-0.39524,294.931981
31.49700277,4.12783,-0.39443,294.931981
31.60100542,4.12848,-0.39443,295.140456
31.69900328,4.12848,-0.39443,295.140456
31.79600537,4.12912,-0.39361,294.931981
31.90100379,4.12912,-0.39443,294.931981
31.99600428,4.12912,-0.39361,294.931981
32.09800534,4.12976,-0.38871,294.931981
32.20199794,4.12976,-0.38708,295.140456
32.29499683,4.12976,-0.38708,295.140456
32.40000531,4.12976,-0.38708,295.140456
32.49600157,4.13041,-0.38626,294.931981
32.60300159,4.13041,-0.38626,294.931981
32.69899786,4.13041,-0.38708,295.140456
32.79800154,4.13041,-0.38708,295.140456
32.89500363,4.13041,-0.38626,295.140456
33.00200365,4.13041,-0.38544,295.140456
33.09900574,4.13105,-0.37973,295.140456
33.20200257,4.13105,-0.37809,295.140456
33.30000043,4.13105,-0.37728,295.140456
33.39700252,4.13105,-0.37728,295.1520397
33.50299671,4.13105,-0.37646,295.1520397
33.59700143,4.13105,-0.37646,295.1520397
33.70100409,4.13105,-0.37646,294.931981
33.79600458,4.13105,-0.37728,294.931981
33.901003,4.13105,-0.37728,294.931981
33.99499767,4.12848,-1.04772,294.931981
34.10199769,4.10982,-1.04201,294.931981
34.19699818,4.10339,-1.04282,294.931981
34.29600187,4.10017,-1.04527,294.931981
34.40300189,4.09888,-1.04609,294.931981
34.49600078,4.09824,-1.04609,294.931981
34.59899761,4.0976,-1.04609,294.931981
34.6939981,4.0976,-1.04609,294.931981
34.79899652,4.0976,-1.04609,294.9435647
34.90299918,4.0976,-1.04609,294.9435647
34.9970039,4.09567,-1.09672,294.9435647
35.10200232,4.08601,-1.31721,295.140456
35.19900441,4.08151,-1.37519,295.140456
35.29700227,4.08022,-1.38907,294.931981
35.39700173,4.07958,-1.39479,294.931981
35.49400382,4.07958,-1.39642,294.931981
35.59499905,4.07894,-1.39642,294.931981
35.7010033,4.07894,-1.39642,294.931981
35.80100276,4.07894,-1.39642,294.931981
35.89900061,4.07894,-1.39724,294.931981
35.99499688,4.07636,-1.68632,294.931981
36.10100113,4.06607,-1.74267,294.931981
36.19699739,4.06285,-1.75737,294.931981
36.30300164,4.06092,-1.76472,294.931981
36.40000373,4.06028,-1.76717,294.931981
36.49699576,4.05964,-1.76717,294.9435647
36.60200424,4.05964,-1.76798,294.9435647
36.69800051,4.05899,-1.76798,294.9435647
36.79399677,4.05899,-1.76798,294.9435647
36.90000102,4.05899,-1.7688,294.9435647
36.99799888,4.05964,-1.73613,294.9435647
37.0940052,4.06285,-1.661,294.9435647
37.19999939,4.06478,-1.62997,295.1520397
37.29600571,4.06543,-1.62099,295.1520397
37.40100414,4.06543,-1.61936,295.140456
37.49600463,4.06543,-1.61854,295.140456
37.60400042,4.06478,-1.61854,295.140456
37.69699931,4.06478,-1.61854,295.1520397
37.80300356,4.06478,-1.61772,295.1520397
37.90000565,4.06478,-1.61854,295.1520397
38.00000511,4.06543,-1.58588,295.1520397
38.09800297,4.06993,-1.4936,295.1520397
38.19399923,4.07057,-1.47237,295.1520397
38.30300085,4.07122,-1.4642,295.1520397
38.40000294,4.07186,-1.46175,295.1520397
38.5000024,4.07186,-1.46093,295.1520397
38.59399706,4.07122,-1.46093,295.1520397
38.70000131,4.07122,-1.46093,295.1520397
38.79399598,4.07122,-1.46093,295.1520397
38.89700286,4.07122,-1.46175,295.1520397
39.00200129,4.07122,-1.46502,295.1520397
39.09799755,4.07057,-1.47482,295.1520397
39.19400387,4.06993,-1.47727,295.1520397
39.30199966,4.06993,-1.47808,295.1520397
39.39700015,4.06993,-1.47808,295.1520397
39.49400224,4.06993,-1.47808,295.1520397
39.59999643,4.06993,-1.4789,295.1520397
39.70300332,4.06993,-1.4789,295.1520397
39.79499638,4.06929,-1.4789,295.1520397
39.9019964,4.06929,-1.4789,295.1520397
39.99600112,4.07315,-0.8942,295.1520397
40.09899795,4.09245,-0.81009,295.1520397
40.19500427,4.09953,-0.78722,295.1520397
40.29899687,4.1021,-0.78069,295.1520397
40.39500318,4.10274,-0.77824,295.1520397
40.50000161,4.10339,-0.77742,295.1520397
40.5990053,4.10403,-0.77742,295.1520397
40.69500156,4.10403,-0.77742,295.1520397
40.79400524,4.10403,-0.77661,295.1520397
40.90200104,4.10403,-0.77742,295.1520397
41.00100473,4.1066,-0.36176,295.1520397
41.09900258,4.11947,-0.28745,295.1520397
41.19400308,4.12655,-0.25724,294.9435647
41.29799567,4.12912,-0.24989,294.9435647
41.40300415,4.13041,-0.24744,295.140456
41.49900042,4.13041,-0.24662,295.140456
41.60300307,4.13105,-0.24662,295.1520397
41.69899933,4.13105,-0.24662,295.1520397
41.79300405,4.13105,-0.2458,295.1520397
41.89899825,4.13105,-0.24662,295.140456
42.00399667,4.13234,-0.21477,295.140456
42.09700562,4.13748,-0.10698,294.9435647
42.20299982,4.13941,-0.07921,294.9435647
42.3000019,4.14006,-0.0735,294.931981
42.39500239,4.1407,-0.07105,294.931981
42.50200242,4.1407,-0.07023,294.931981
42.59500131,4.14134,-0.07023,295.1520397
42.69999973,4.14134,-0.07023,295.1520397
42.795996,4.14134,-0.07023,295.1520397
42.89999865,4.14134,-0.06941,295.1520397
42.99499914,4.14134,-0.06778,295.1520397
43.09400283,4.14199,-0.06206,295.1520397
43.20300445,4.14199,-0.06043,295.1520397
43.29499751,4.14199,-0.06043,295.1520397
43.39499697,4.14199,-0.06043,295.1520397
43.49400066,4.14263,-0.06043,295.1520397
43.60100068,4.14263,-0.06043,295.1520397
43.70100014,4.14263,-0.06043,295.1520397
43.8009996,4.14263,-0.06043,294.931981
43.89699586,4.14263,-0.05961,294.931981
44.00099851,4.13684,-0.55367,295.1520397
44.0980006,4.12719,-0.5504,295.1520397
44.20200326,4.1214,-0.5504,295.140456
44.30000111,4.12011,-0.5504,295.140456
44.39500161,4.11947,-0.5504,295.140456
44.5009958,4.11883,-0.5504,295.1520397
44.59700212,4.11883,-0.5504,295.1520397
44.69400421,4.11883,-0.5504,295.1520397
44.80100423,4.11883,-0.5504,295.1520397
44.89600472,4.11883,-0.55122,295.1520397
45.00300474,4.11497,-0.67044,295.1520397
45.09600364,4.10789,-0.80845,295.1520397
45.20199783,4.10403,-0.8648,295.1520397
45.29800415,4.10274,-0.87868,295.1520397
45.40399835,4.1021,-0.88277,295.1520397
45.49800307,4.10146,-0.8844,295.1520397
45.60199566,4.10146,-0.8844,295.1520397
45.69699615,4.10146,-0.8844,295.1520397
45.80200464,4.10146,-0.88522,295.1520397
45.90200409,4.10146,-0.8844,295.140456
45.99800035,4.10274,-0.8501,295.140456
46.09500244,4.1066,-0.75211,294.9435647
46.20000087,4.10853,-0.72271,294.9435647
46.30200192,4.10918,-0.71536,295.1520397
46.40200138,4.10982,-0.71291,295.1520397
46.49500027,4.10982,-0.71291,295.1520397
46.5979971,4.10982,-0.71291,295.1636233
46.69999816,4.10982,-0.71291,295.1636233
46.80199921,4.10982,-0.71291,295.1520397
46.89800553,4.10982,-0.71291,295.1520397
47.00399972,4.10982,-0.71128,295.1520397
47.09900022,4.10982,-0.71046,295.1520397
47.1960023,4.10982,-0.71046,295.1520397
47.3019965,4.10982,-0.71046,295.1520397
47.39899859,4.10982,-0.70964,295.1520397
47.50399701,4.10982,-0.71046,295.1520397
47.59800173,4.10982,-0.70964,295.1520397
47.69399799,4.10982,-0.70964,295.1520397
47.80000225,4.10982,-0.70964,295.1520397
47.89599851,4.10982,-0.71046,295.1520397
48.00000116,4.10725,-0.77416,295.1520397
48.09500165,4.10403,-0.8403,295.1520397
48.20099585,4.1021,-0.86807,295.1520397
48.29500057,4.10146,-0.8746,295.1520397
48.40200059,4.10081,-0.87705,295.1520397
48.50100428,4.10081,-0.87705,295.1520397
48.60199951,4.10081,-0.87705,295.1520397
48.70199896,4.10081,-0.87705,295.1520397
48.79900105,4.10081,-0.87705,295.1520397
48.89900051,4.10081,-0.87705,295.1520397
48.9980042,4.10017,-0.90563,295.1520397
49.09499623,4.09567,-1.00199,295.1520397
49.20100048,4.09374,-1.03466,295.1520397
49.29600097,4.09245,-1.04446,295.1520397
49.4009994,4.09245,-1.04691,295.140456
49.49500412,4.09181,-1.04772,295.140456
49.60099831,4.09181,-1.04772,295.1520397
49.69700463,4.09181,-1.04772,295.1520397
49.80299883,4.09181,-1.04772,295.1520397
49.90099669,4.09181,-1.04772,295.1520397
49.99799877,4.08988,-1.40132,295.1520397
50.09400509,4.08022,-1.39642,295.1520397
50.19900352,4.07636,-1.39642,295.1520397
50.29600561,4.07508,-1.39724,295.1520397
50.3999982,4.07508,-1.39805,295.1520397
50.49400292,4.07443,-1.39805,295.1520397
50.59999712,4.07443,-1.39805,295.1520397
50.69600344,4.07379,-1.39805,295.1520397
50.80100186,4.07379,-1.39887,295.1520397
50.89800395,4.07379,-1.39887,295.1520397
50.99400021,4.07122,-1.4789,295.1520397
51.09600127,4.06092,-1.69285,295.1520397
51.19500495,4.05771,-1.7443,295.1520397
51.29699595,4.05578,-1.76227,295.1520397
51.39500387,4.05513,-1.76798,295.1520397
51.4959991,4.05513,-1.76962,295.1520397
51.59599856,4.05449,-1.76962,295.1520397
51.70099698,4.05449,-1.77043,295.1520397
51.7950017,4.05449,-1.77043,295.1520397
51.9009959,4.05449,-1.77125,295.1520397
51.99599639,4.05771,-1.20696,295.1520397
52.10200064,4.07572,-1.12285,295.1520397
52.19600536,4.08151,-1.10244,295.1520397
52.30199955,4.08473,-1.09264,295.1520397
52.39799581,4.08601,-1.09019,295.1520397
52.4949979,4.08601,-1.08937,295.1636233
52.60399953,4.08601,-1.08937,295.1636233
52.70000584,4.08666,-1.08855,295.1636233
52.79499628,4.08666,-1.08855,295.1636233
52.90100053,4.08666,-1.08855,295.1636233
52.99500525,4.09116,-0.01062,295.1520397
53.09899785,4.11947,-0.04818,295.1520397
53.20399627,4.13041,-0.05635,295.1520397
53.29800099,4.13427,-0.0588,295.1520397
53.40200365,4.1362,-0.05961,295.1520397
53.49599831,4.13684,-0.05961,295.1520397
53.60400416,4.13748,-0.05961,295.1520397
53.69799882,4.13748,-0.06043,295.1520397
53.79900411,4.13748,-0.05961,295.1520397
53.89799774,4.13813,-0.06043,295.1520397
54.00200039,4.13766,-0.049,295.1520397
54.09999825,4.15439,0.4998,295.1520397
54.19799611,4.16275,0.53818,295.1520397
54.29400243,4.16661,0.5488,295.1520397
54.39999662,4.1679,0.55288,295.1636233
54.50300351,4.16918,0.5537,295.1636233
54.59499657,4.16918,0.5537,295.1520397
54.70100082,4.16983,0.5537,295.1520397
54.79600132,4.16983,0.5537,295.1520397
54.89899814,4.17047,0.5537,295.1520397
54.99500446,4.17176,0.59453,295.1520397
55.09899706,4.18012,0.78318,295.1520397
55.20200394,4.18334,0.82891,295.1520397
55.3000018,4.18463,0.84035,295.1520397
55.39599806,4.18527,0.84443,295.1520397
55.50099649,4.18591,0.84525,295.1520397
55.5970028,4.18656,0.84525,295.1520397
55.69900386,4.18656,0.84525,295.1520397
55.80400229,4.1872,0.84443,295.1520397
55.89700118,4.1872,0.84525,295.1520397
55.999998,4.18205,0.68355,295.140456
56.0929969,4.17369,0.50715,295.140456
56.20199852,4.16918,0.43855,295.140456
56.30199797,4.16725,0.42058,295.140456
56.40300326,4.16725,0.4165,295.140456
56.50199689,4.16725,0.41487,295.1636233
56.59899898,4.16725,0.41487,295.1636233
56.69600107,4.16725,0.41487,295.1520397
56.80300109,4.16725,0.41405,295.1520397
56.90099895,4.16725,0.41487,295.1520397
56.99500367,4.16661,0.39037,295.1520397
57.1000021,4.16275,0.30707,295.1520397
57.19500259,4.16146,0.28583,295.140456
57.30099678,4.16146,0.28012,295.140456
57.3950015,4.16082,0.2793,295.1520397
57.49900416,4.16082,0.27848,295.1520397
57.59500042,4.16082,0.27767,295.1520397
57.70299621,4.16146,0.27767,295.1520397
57.7979967,4.16146,0.27848,295.1520397
57.89400302,4.16146,0.27848,295.1520397
57.99699984,4.16,-0.00327,295.1520397
58.09400193,4.1362,-0.72842,295.1520397
58.20100196,4.11947,-0.75374,295.1520397
58.29699822,4.11304,-0.76191,295.1520397
58.40199664,4.11111,-0.76436,295.1520397
58.49399976,4.11046,-0.76517,295.1520397
58.59899819,4.10982,-0.76517,295.1520397
58.69500451,4.10982,-0.76599,295.1520397
58.8030003,4.10982,-0.76599,295.1520397
58.90000239,4.10918,-0.76599,295.1520397
59.00099762,4.1066,-1.15715,295.1520397
59.09900554,4.09502,-1.2135,295.1520397
59.19799916,4.08859,-1.23555,295.1520397
59.29900445,4.08666,-1.24126,295.1520397
59.40100551,4.08601,-1.24453,295.1520397
59.49900337,4.08537,-1.24453,295.1520397
59.59400386,4.08473,-1.24535,295.1520397
59.69799645,4.08473,-1.24535,295.1520397
59.80199911,4.08473,-1.24616,295.1520397
59.89600383,4.08408,-1.24535,295.1520397
59.99999642,4.08087,-1.7639,295.1520397
60.10199748,4.0635,-1.86924,295.1520397
60.19699797,4.05578,-1.90599,295.1520397
60.29400006,4.0532,-1.91497,295.1520397
60.40199585,4.05127,-1.91987,295.1520397
60.49699634,4.05063,-1.92232,295.1520397
60.59300266,4.04999,-1.92232,295.1520397
60.70099846,4.04999,-1.92232,295.1520397
60.79599895,4.04934,-1.92314,295.1520397
60.9020032,4.04934,-1.92314,295.1520397
60.99599786,4.04548,-2.47599,295.1520397
61.10000052,4.03133,-2.47436,295.1520397
61.19500101,4.02554,-2.48007,295.1520397
61.30100526,4.02361,-2.48334,295.1520397
61.39900312,4.02232,-2.48416,295.1520397
61.49600521,4.02168,-2.48497,295.1520397
61.59900203,4.02104,-2.48579,295.1520397
61.69800572,4.02104,-2.48579,295.1520397
61.79400198,4.02039,-2.48661,295.1520397
61.89999618,4.02039,-2.48661,295.1520397
62.00000569,4.02232,-2.04237,295.1520397
62.09800355,4.0339,-2.04318,295.140456
